Longitude (x),Latitude (y),Station Name,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C)
-123.26,49.33,POINT ATKINSON,2022-10-18,2022,10,18,15.8,11.2,13.5,4.5
-123.26,49.33,POINT ATKINSON,2022-10-19,2022,10,19,13.4,11.1,12.3,5.7
-123.26,49.33,POINT ATKINSON,2022-10-20,2022,10,20,15.4,11.9,13.7,4.3
-123.26,49.33,POINT ATKINSON,2022-10-21,2022,10,21,13.5,8.2,10.8,7.2
-123.26,49.33,POINT ATKINSON,2022-10-22,2022,10,22,11.9,8.7,10.3,7.7
-123.26,49.33,POINT ATKINSON,2022-10-23,2022,10,23,11.3,7.6,9.5,8.5
-123.26,49.33,POINT ATKINSON,2022-10-24,2022,10,24,11.9,7,9.5,8.5
-123.26,49.33,POINT ATKINSON,2022-10-25,2022,10,25,10.1,6.6,8.4,9.6
-123.26,49.33,POINT ATKINSON,2022-10-26,2022,10,26,10,6,8,10
-123.26,49.33,POINT ATKINSON,2022-10-27,2022,10,27,11.9,8.9,10.4,7.6
-123.26,49.33,POINT ATKINSON,2022-10-28,2022,10,28,13.8,9,11.4,6.6
-123.26,49.33,POINT ATKINSON,2022-10-29,2022,10,29,12,10.3,11.1,6.9
-123.26,49.33,POINT ATKINSON,2022-10-30,2022,10,30,11.9,9.9,10.9,7.1
-123.26,49.33,POINT ATKINSON,2022-10-31,2022,10,31,11.5,7.3,9.4,8.6
-123.26,49.33,POINT ATKINSON,2022-11-01,2022,11,1,10.1,6.1,8.1,9.9
-123.26,49.33,POINT ATKINSON,2022-11-02,2022,11,2,9.5,5,7.2,10.8
-123.26,49.33,POINT ATKINSON,2022-11-03,2022,11,3,6.5,3,4.8,13.2
-123.26,49.33,POINT ATKINSON,2022-11-04,2022,11,4,11.3,4.6,7.9,10.1
-123.26,49.33,POINT ATKINSON,2022-11-05,2022,11,5,10.2,5.4,7.8,10.2
-123.26,49.33,POINT ATKINSON,2022-11-06,2022,11,6,6.5,2.8,4.7,13.3
-123.26,49.33,POINT ATKINSON,2022-11-07,2022,11,7,5.7,2.5,4.1,13.9
-123.26,49.33,POINT ATKINSON,2022-11-08,2022,11,8,7,-0.4,3.3,14.7
-123.26,49.33,POINT ATKINSON,2022-11-09,2022,11,9,6.4,0.6,3.5,14.5
-123.26,49.33,POINT ATKINSON,2022-11-10,2022,11,10,6.3,3.3,4.8,13.2
-123.26,49.33,POINT ATKINSON,2022-11-11,2022,11,11,7.7,4.1,5.9,12.1
-123.26,49.33,POINT ATKINSON,2022-11-12,2022,11,12,6.9,2.9,4.9,13.1
-123.26,49.33,POINT ATKINSON,2022-11-13,2022,11,13,8,4.3,6.1,11.9
-123.26,49.33,POINT ATKINSON,2022-11-14,2022,11,14,9.3,3.5,6.4,11.6
-123.26,49.33,POINT ATKINSON,2022-11-15,2022,11,15,7.4,3.3,5.3,12.7
-123.26,49.33,POINT ATKINSON,2022-11-16,2022,11,16,5.2,2.4,3.8,14.2
-123.26,49.33,POINT ATKINSON,2022-11-17,2022,11,17,12.8,2.3,7.6,10.4
-123.26,49.33,POINT ATKINSON,2022-11-18,2022,11,18,6.8,2.7,4.7,13.3
-123.26,49.33,POINT ATKINSON,2022-11-19,2022,11,19,6.9,1.6,4.3,13.7
-123.26,49.33,POINT ATKINSON,2022-11-20,2022,11,20,6.7,2.6,4.7,13.3
-123.26,49.33,POINT ATKINSON,2022-11-21,2022,11,21,8.3,5.7,7,11
-123.26,49.33,POINT ATKINSON,2022-11-22,2022,11,22,11.1,6,8.5,9.5
-123.26,49.33,POINT ATKINSON,2022-11-23,2022,11,23,9.7,6,7.8,10.2
-123.26,49.33,POINT ATKINSON,2022-11-24,2022,11,24,10.1,7,8.5,9.5
-123.26,49.33,POINT ATKINSON,2022-11-25,2022,11,25,11.2,5.6,8.4,9.6
-123.26,49.33,POINT ATKINSON,2022-11-26,2022,11,26,8.6,4.6,6.6,11.4
-123.26,49.33,POINT ATKINSON,2022-11-27,2022,11,27,9.1,3.1,6.1,11.9
-123.26,49.33,POINT ATKINSON,2022-11-28,2022,11,28,5.2,-0.2,2.5,15.5
-123.26,49.33,POINT ATKINSON,2022-11-29,2022,11,29,3.6,-1.1,1.3,16.7
-123.26,49.33,POINT ATKINSON,2022-11-30,2022,11,30,6,1.1,3.6,14.4
-123.26,49.33,POINT ATKINSON,2022-12-01,2022,12,1,1.6,-1.7,-0.1,18.1
-123.26,49.33,POINT ATKINSON,2022-12-02,2022,12,2,4.4,-2.9,0.7,17.3
-123.26,49.33,POINT ATKINSON,2022-12-03,2022,12,3,5.9,1.5,3.7,14.3
-123.26,49.33,POINT ATKINSON,2022-12-04,2022,12,4,6.3,0.1,3.2,14.8
-123.26,49.33,POINT ATKINSON,2022-12-05,2022,12,5,3.1,-0.2,1.5,16.5
-123.26,49.33,POINT ATKINSON,2022-12-06,2022,12,6,3.6,1.9,2.7,15.3
-123.26,49.33,POINT ATKINSON,2022-12-07,2022,12,7,7.4,3,5.2,12.8
-123.26,49.33,POINT ATKINSON,2022-12-08,2022,12,8,7.5,4.1,5.8,12.2
-123.26,49.33,POINT ATKINSON,2022-12-09,2022,12,9,6.8,3.8,5.3,12.7
-123.26,49.33,POINT ATKINSON,2022-12-10,2022,12,10,9.2,5.3,7.2,10.8
-123.26,49.33,POINT ATKINSON,2022-12-11,2022,12,11,7,4.8,5.9,12.1
-123.26,49.33,POINT ATKINSON,2022-12-12,2022,12,12,7.7,3.3,5.5,12.5
-123.26,49.33,POINT ATKINSON,2022-12-13,2022,12,13,4.5,3.6,4.1,13.9
-123.26,49.33,POINT ATKINSON,2022-12-14,2022,12,14,6.7,2.3,4.5,13.5
-123.26,49.33,POINT ATKINSON,2022-12-15,2022,12,15,5.9,2.1,4,14
-123.26,49.33,POINT ATKINSON,2022-12-16,2022,12,16,3.9,2.3,3.1,14.9
-123.26,49.33,POINT ATKINSON,2022-12-17,2022,12,17,4.8,2.1,3.5,14.5
-123.26,49.33,POINT ATKINSON,2022-12-18,2022,12,18,3.4,-5,-0.8,18.8
-123.26,49.33,POINT ATKINSON,2022-12-19,2022,12,19,-4.3,-6.2,-5.2,23.2
-123.26,49.33,POINT ATKINSON,2022-12-20,2022,12,20,-4.5,-5.9,-5.2,23.2
-123.26,49.33,POINT ATKINSON,2022-12-21,2022,12,21,-3.1,-7.9,-5.5,23.5
-123.26,49.33,POINT ATKINSON,2022-12-22,2022,12,22,-5,-8.4,-6.7,24.7
-123.26,49.33,POINT ATKINSON,2022-12-23,2022,12,23,4.8,-6.2,-0.7,18.7
-123.26,49.33,POINT ATKINSON,2022-12-24,2022,12,24,9.7,2,5.8,12.2
-123.26,49.33,POINT ATKINSON,2022-12-25,2022,12,25,11.2,5.2,8.2,9.8
-123.26,49.33,POINT ATKINSON,2022-12-26,2022,12,26,12.4,6.6,9.5,8.5
-123.26,49.33,POINT ATKINSON,2022-12-27,2022,12,27,11.3,6.4,8.9,9.1
-123.26,49.33,POINT ATKINSON,2022-12-28,2022,12,28,8.3,5.7,7,11
-123.26,49.33,POINT ATKINSON,2022-12-29,2022,12,29,7.4,4.5,5.9,12.1
-123.26,49.33,POINT ATKINSON,2022-12-30,2022,12,30,9.7,4.9,7.3,10.7
-123.26,49.33,POINT ATKINSON,2022-12-31,2022,12,31,8.7,5.3,7,11
